File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_item_background_holo_dark.xml,27,22,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_item_background_holo_light.xml,27,22,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_list_selector_background_transition_holo_dark.xml,21,17,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_list_selector_background_transition_holo_light.xml,21,17,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_list_selector_holo_dark.xml,28,22,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_list_selector_holo_light.xml,29,22,1,0,7,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_search_dropdown_dark.xml,23,19,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_search_dropdown_light.xml,23,19,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_spinner_ab_holo_dark.xml,26,22,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_spinner_ab_holo_light.xml,26,22,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_tab_indicator_ab_holo.xml,35,28,1,0,7,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_textfield_searchview_holo_dark.xml,23,18,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_textfield_searchview_holo_light.xml,23,18,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_textfield_searchview_right_holo_dark.xml,23,18,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable\abc_textfield_searchview_right_holo_light.xml,23,18,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\drawable-hdpi-v4\oval.xml,8,7,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_decor.xml,26,20,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_decor_include.xml,56,46,1,0,10,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_decor_overlay.xml,60,56,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_home.xml,39,35,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_tab.xml,23,19,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_tabbar.xml,23,19,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_title_item.xml,51,45,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_bar_view_list_nav_layout.xml,23,20,1,0,3,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_menu_item_layout.xml,31,28,1,0,3,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_menu_layout.xml,25,21,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_mode_bar.xml,25,10,0,0,0,0,15,99,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_action_mode_close_item.xml,33,29,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_activity_chooser_view.xml,29,27,1,0,2,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_activity_chooser_view_include.xml,68,61,1,0,7,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_activity_chooser_view_list_item.xml,52,43,1,0,9,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_expanded_menu_layout.xml,22,18,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_list_menu_item_checkbox.xml,27,21,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_list_menu_item_icon.xml,29,24,1,0,5,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_list_menu_item_layout.xml,59,48,1,0,11,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_list_menu_item_radio.xml,25,21,1,0,4,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_popup_menu_item_layout.xml,62,51,1,0,11,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_search_dropdown_item_icons_2line.xml,89,65,0,0,9,0,15,100,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_search_view.xml,159,131,0,0,13,0,15,100,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\abc_simple_decor.xml,32,26,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\activity_login_screen.xml,8,8,0,0,0,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\activity_timetable.xml,35,30,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\fragment_login_screen.xml,55,48,0,0,7,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\fragment_navigation_drawer.xml,11,10,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\fragment_timetable.xml,74,64,0,0,10,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\list_item_break.xml,21,18,0,0,3,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\list_item_freeperiod.xml,55,46,0,0,9,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\list_item_lesson.xml,80,65,0,0,15,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout\support_simple_spinner_dropdown_item.xml,25,25,1,0,0,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout-v11\abc_action_bar_decor.xml,28,22,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout-v11\abc_simple_decor.xml,32,26,1,0,6,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\layout-v14\abc_activity_chooser_view.xml,29,27,1,0,2,1,0,1,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\menu\global.xml,8,8,0,0,0,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\menu\login_screen.xml,10,10,0,0,0,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\menu\timetable.xml,16,15,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values\values.xml,1314,1091,7,3,223,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-af\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-am\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ar\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-bg\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ca\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-cs\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-da\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-de\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-el\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-en-rGB\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-en-rIN\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-es\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-es-rUS\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-et-rEE\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-fa\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-fi\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-fr\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-fr-rCA\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-hi\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-hr\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-hu\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-hy-rAM\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-in\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-it\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-iw\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ja\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ka-rGE\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-km-rKH\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ko\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-land\values.xml,20,15,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-large-v14\values.xml,12,7,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-large-v4\values.xml,26,17,0,0,9,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-lo-rLA\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-lt\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-lv\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-mn-rMN\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ms-rMY\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-nb\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-nl\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-pl\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-pt\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-pt-rPT\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ro\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-ru\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sk\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sl\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sr\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sv\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sw\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-sw600dp-v13\values.xml,18,13,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-th\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-tl\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-tr\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-uk\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-v11\values.xml,76,59,0,0,17,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-v14\values.xml,243,168,0,0,75,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-vi\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w360dp-v13\values.xml,10,6,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w480dp-v13\values.xml,12,8,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w500dp-v13\values.xml,10,6,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w600dp-v13\values.xml,19,14,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w720dp-v13\values.xml,10,6,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-w820dp-v13\values.xml,10,6,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-xlarge-v4\values.xml,26,19,0,0,7,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-zh-rCN\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-zh-rHK\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-zh-rTW\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\build\intermediates\res\debug\values-zu\values.xml,22,18,0,0,4,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\androidTest\java\com\psyngo\michael\symondstimetableplus\ApplicationTest.java,13,8,6,0,2,0,3,6,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\AndroidManifest.xml,30,25,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\GetSymondsTimetable.java,125,80,69,5,42,0,3,19,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\Lesson.java,55,41,32,7,11,0,3,8,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\LoginScreen.java,102,59,42,6,32,0,11,67,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\MyListAdapter.java,138,92,79,10,39,0,7,12,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\NavigationDrawerFragment.java,278,186,127,15,42,7,50,390,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\java\com\psyngo\michael\symondstimetableplus\Timetable.java,555,398,308,53,131,8,26,190,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\activity_login_screen.xml,8,7,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\activity_timetable.xml,35,29,0,0,6,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\fragment_login_screen.xml,55,47,0,0,8,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\fragment_navigation_drawer.xml,11,9,0,0,2,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\fragment_timetable.xml,74,63,0,0,11,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\list_item_break.xml,21,18,0,0,3,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\list_item_freeperiod.xml,55,46,0,0,9,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\layout\list_item_lesson.xml,90,70,0,0,20,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\menu\global.xml,8,7,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\menu\login_screen.xml,10,9,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\menu\timetable.xml,16,14,0,0,2,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\values\dimens.xml,10,7,0,0,3,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\values\strings.xml,27,22,0,0,5,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\values\styles.xml,27,15,0,0,12,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\app\src\main\res\values-w820dp\dimens.xml,7,6,0,0,1,0,0,0,0,0
D:\AndroidStudioProjects\SymondsTimetablePlus\build\intermediates\dex-cache\cache.xml,36,33,0,0,3,0,0,0,0,0
